"Renta personal media de la C.A. de Euskadi (euros) por barrios, tipo de renta y periodo",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Zaramaga,Renta total,13460,15292,15311,14593,14576,14800,14695,15100,15304,16120,15892,16392,17347
,Renta del trabajo,8261,7918,7373,6280,6270,6546,6467,6985,7153,7709,7044,7716,8215
,Renta capital mobiliario,628,1105,712,791,669,577,433,373,306,363,339,320,423
,Renta capital inmobiliario,108,147,160,165,162,163,174,174,179,193,178,197,219
,Renta de actividades,379,318,316,289,294,294,318,333,342,363,356,409,425
,Transferencias,4085,5805,6750,7068,7182,7219,7302,7236,7323,7492,7974,7751,8066
,Renta disponible,11809,13673,13671,12990,12925,13113,12990,13320,13487,14151,13959,14364,15197
Zona Rural Este,Renta total,20814,22624,23850,22372,22131,23451,22403,22861,23615,25445,26116,26819,27887
,Renta del trabajo,14989,14569,14694,13426,13626,13960,13549,13745,13849,15162,14489,15131,15474
,Renta capital mobiliario,1578,1955,1853,1683,1413,2320,1432,925,1445,1412,1828,1340,1537
,Renta capital inmobiliario,366,898,890,941,924,960,1001,1019,1005,1152,1148,1180,1263
,Renta de actividades,1946,1741,1911,1667,1472,1438,1526,1544,1447,1606,1628,2033,2140
,Transferencias,1934,3460,4501,4655,4695,4772,4895,5627,5868,6113,7023,7135,7474
,Renta disponible,17420,19100,20154,18687,18452,19384,18486,18946,19460,20845,21303,21883,22775
Zona Rural Noroeste,Renta total,19616,19609,20358,19786,20736,20414,20282,19812,20705,21069,21923,22464,23288
,Renta del trabajo,10707,12115,11849,11426,12146,11782,11008,11289,11517,11906,12025,12169,12787
,Renta capital mobiliario,3430,1495,1300,1694,2062,1669,1714,994,1314,1018,914,1274,1117
,Renta capital inmobiliario,340,520,601,561,561,659,693,636,700,737,766,830,863
,Renta de actividades,2235,1972,2157,1990,1638,1642,1898,1809,1758,1889,1997,2252,1992
,Transferencias,2903,3507,4451,4115,4330,4663,4969,5084,5416,5518,6220,5939,6529
,Renta disponible,16746,17005,17448,16777,17519,17221,16961,16699,17411,17657,18281,18762,19442
Zona Rural Suroeste,Renta total,21105,23758,24836,25020,25635,25630,23888,26354,26564,28092,28680,30729,32254
,Renta del trabajo,12374,14903,15529,14970,14688,15535,14473,16096,16424,16591,16876,18357,19429
,Renta capital mobiliario,3524,3045,2155,3198,4126,2970,2085,2680,2532,2969,2885,2942,3260
,Renta capital inmobiliario,555,703,822,888,942,932,1012,990,950,997,1137,1337,1374
,Renta de actividades,1598,1586,1812,1724,1457,1621,1692,1840,1617,1926,1516,1989,1843
,Transferencias,3054,3521,4518,4240,4423,4573,4626,4748,5041,5609,6265,6103,6348
,Renta disponible,17515,19709,20560,20383,20996,20770,19440,21380,21524,22587,23050,24577,25908
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Fuente:,,,,,,,,,,,,,,
EUSTAT. Estadística de Renta Personal y Familiar,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Units:,,,,,,,,,,,,,,
euros,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Código referencia interna:,,,,,,,,,,,,,,
rpf_rp22_2p,,,,,,,,,,,,,,
